filename,rule_of_thirds,leading_lines,framing,symmetry,patterns,golden_ratio,layers,negative_space,fill_the_frame
1113.jpg,0,0,1,0,0,0,0,0,0
1114.jpg,0,0,1,0,0,0,0,0,0
1115.jpg,0,0,0,0,1,0,0,0,0
1116.jpg,0,0,0,0,0,0,0,1,0
1117.jpg,0,0,1,0,0,0,0,0,0
1118.jpg,0,0,0,0,0,0,0,0,0
1119.jpg,0,0,0,0,0,0,0,0,0
1120.jpg,0,0,0,0,0,0,1,0,0
1121.jpg,1,0,0,0,0,0,0,0,0
1122.jpg,0,0,0,0,0,0,0,0,0
1123.jpg,0,0,1,0,0,0,0,0,0
1124.jpg,0,0,0,0,0,0,0,0,0
1125.jpg,0,1,0,0,0,0,0,0,0
1126.jpg,0,0,1,0,0,0,0,0,0
1127.jpg,0,0,0,0,0,0,0,0,0
1128.jpg,0,0,0,0,0,0,0,0,0
1129.jpg,0,0,1,0,0,0,0,0,0
1130.jpg,0,0,1,0,0,0,0,0,0
1131.jpg,0,1,0,0,0,0,0,0,0
1132.jpg,0,0,0,0,0,0,0,0,0
1133.jpg,0,1,0,0,0,0,0,0,0
1134.jpg,0,1,0,0,0,0,1,0,0
1135.jpg,0,0,1,0,0,0,0,0,0
1136.jpg,0,1,0,0,0,0,0,0,0
1137.jpg,0,0,0,0,0,0,0,0,0
1138.jpg,0,0,0,0,0,0,0,0,0
1139.jpg,0,0,0,0,1,0,0,0,0
1140.jpg,0,0,0,0,0,0,0,1,0
1141.jpg,1,0,0,0,0,0,0,0,0
1142.jpg,0,0,0,0,0,0,0,0,0
1143.jpg,0,1,0,0,0,0,0,0,0
1144.jpg,0,1,0,0,0,0,0,0,0
1145.jpg,0,1,1,0,0,0,0,0,0
1146.jpg,0,0,0,0,0,0,0,0,1
1147.jpg,0,1,0,0,0,0,0,0,0
1148.jpg,0,0,0,0,0,0,0,0,0
1149.jpg,0,1,1,0,0,0,0,0,0
1150.jpg,0,0,1,0,0,0,0,0,0
1151.jpg,0,1,0,0,0,0,0,0,0
1152.jpg,0,0,1,0,0,0,0,0,0
1153.jpg,0,1,0,0,0,0,0,0,0
1154.jpg,0,0,0,0,0,0,0,0,0
1155.jpg,0,0,1,0,0,0,0,0,0
1156.jpg,0,1,0,0,0,0,0,0,0
1157.jpg,1,0,0,0,0,0,0,0,0
1158.jpg,0,1,0,0,0,0,1,0,0
1159.jpg,0,0,0,0,0,0,0,1,0
1160.jpg,0,0,0,0,0,0,0,0,0
1161.jpg,1,0,0,0,0,0,0,0,0
1162.jpg,0,1,0,0,0,0,0,0,0
1163.jpg,0,0,0,0,0,0,0,1,0
1164.jpg,0,0,0,0,0,0,0,0,0
1165.jpg,1,0,0,0,0,0,1,0,0
1166.jpg,1,0,0,0,0,0,0,0,0
1167.jpg,1,0,0,0,0,0,0,1,0
1168.jpg,0,0,1,0,0,0,0,0,0
1169.jpg,0,1,1,0,0,0,0,0,0
1170.jpg,0,0,0,0,0,0,0,1,0
1171.jpg,1,0,1,0,0,0,0,0,0
1172.jpg,1,0,0,0,0,0,1,0,0
1173.jpg,0,0,0,0,0,0,0,1,0
1174.jpg,0,0,0,0,0,0,0,0,0
1175.jpg,1,0,0,0,0,0,0,0,0
1176.jpg,0,0,1,0,0,0,0,0,0
1177.jpg,0,0,1,0,0,0,0,0,0
1178.jpg,0,0,0,0,0,0,0,1,0
1179.jpg,0,0,1,0,0,0,0,0,0
1180.jpg,0,0,0,0,0,0,0,1,0
1181.jpg,0,0,0,0,0,0,0,1,0
1182.jpg,0,0,1,0,0,0,0,0,0
1183.jpg,0,0,1,0,0,0,0,0,0
1184.jpg,1,0,1,0,0,0,0,0,0
1185.jpg,1,0,0,0,0,0,0,1,0
1186.jpg,0,0,0,0,0,0,0,1,0
1187.jpg,0,0,0,0,0,0,0,1,0
1188.jpg,0,0,0,0,0,0,0,1,0
1189.jpg,0,0,0,0,1,0,0,0,0
1190.jpg,0,0,1,0,0,0,0,0,0
1191.jpg,1,0,0,0,0,0,0,0,0
1192.jpg,1,0,0,0,0,0,0,0,0
1193.jpg,1,0,0,0,0,0,0,1,0
1194.jpg,1,0,0,0,0,0,0,0,0
1195.jpg,1,0,0,0,0,0,0,0,0
1196.jpg,1,0,0,0,0,0,0,0,0
1197.jpg,1,0,0,0,0,0,0,0,0
1198.jpg,1,1,0,0,0,0,0,0,0
1199.jpg,1,0,0,0,0,0,0,0,0
1200.jpg,1,0,0,0,0,0,0,0,0
1201.jpg,0,0,0,0,1,0,0,0,0
1202.jpg,0,0,0,0,0,0,0,1,0
1203.jpg,0,0,1,0,0,0,0,0,0
1204.jpg,0,0,0,0,0,0,0,1,0
1205.jpg,0,0,0,0,0,0,0,0,0
1206.jpg,1,0,0,0,0,0,0,0,0
1207.jpg,0,0,0,0,0,0,0,0,0
1208.jpg,1,0,0,0,0,0,0,0,0
1209.jpg,1,0,0,0,0,0,0,0,0
1210.jpg,1,0,0,0,0,0,0,0,0
1211.jpg,0,0,0,0,0,0,0,0,0
1212.jpg,0,1,0,0,0,0,0,0,0
1213.jpg,0,0,0,0,0,0,0,0,0
1214.jpg,0,0,0,0,0,0,0,0,0
1215.jpg,0,0,0,0,0,0,0,0,0
1216.jpg,0,0,0,0,0,0,0,0,0
1217.jpg,0,1,1,0,0,0,0,0,0
1218.jpg,0,0,1,0,0,0,0,0,0
1219.jpg,0,0,0,0,0,0,0,0,0
1220.jpg,0,0,0,0,0,0,0,0,0
1221.jpg,1,0,0,0,0,0,0,0,0
1222.jpg,1,0,0,0,0,0,0,0,0
1223.jpg,0,0,0,0,0,0,0,0,0
1224.jpg,0,0,1,0,0,0,0,0,0
1225.jpg,0,0,0,0,0,0,0,0,0
1226.jpg,1,0,0,0,0,0,0,0,0
1227.jpg,0,0,0,0,0,0,1,0,0
1228.jpg,0,1,0,0,0,0,0,0,0
1229.jpg,0,0,1,0,0,0,0,0,0
1230.jpg,1,0,0,0,0,0,0,0,0
1231.jpg,1,0,0,0,0,0,0,0,0
1232.jpg,0,0,1,0,0,0,1,0,0
1233.jpg,0,0,0,0,0,0,0,0,0
1234.jpg,0,0,0,0,0,0,0,0,0
1235.jpg,0,1,0,0,0,0,0,0,0
1236.jpg,0,0,0,1,0,0,0,0,0
1237.jpg,0,1,0,0,0,0,0,0,0
1238.jpg,0,0,0,0,0,0,0,0,0
1239.jpg,0,0,1,0,0,0,1,0,0
1240.jpg,0,0,1,0,0,0,1,0,0
1241.jpg,1,0,0,0,0,0,0,0,0
1242.jpg,1,0,0,0,0,0,0,0,0
1243.jpg,1,1,0,0,0,0,0,0,0
1244.jpg,0,0,0,0,0,0,0,0,0
1245.jpg,0,0,0,0,0,0,0,0,0
1246.jpg,0,1,0,0,0,0,1,0,0
1247.jpg,0,0,0,0,0,0,0,0,0
1248.jpg,1,1,0,0,0,0,0,0,0
1249.jpg,0,1,0,0,0,0,0,0,0
1250.jpg,0,0,0,0,0,0,0,0,0
1251.jpg,1,1,0,0,0,0,0,0,0
1252.jpg,0,0,0,0,0,0,0,0,0
1253.jpg,1,0,1,0,0,0,0,0,0
1254.jpg,0,0,0,0,0,0,0,0,0
1255.jpg,1,1,1,0,0,0,0,0,0
1256.jpg,0,0,0,0,0,0,0,0,0
1257.jpg,0,0,0,0,0,0,0,0,0
1258.jpg,1,0,0,0,0,0,0,0,0
1259.jpg,0,1,0,0,0,0,0,0,0
1260.jpg,0,0,0,0,0,0,0,0,0
1261.jpg,0,0,0,0,0,0,0,0,0
1262.jpg,0,0,0,0,0,0,0,0,0
1263.jpg,0,0,0,0,0,0,0,0,0
1264.jpg,0,0,0,0,0,0,0,0,0
1265.jpg,0,0,0,0,0,0,0,0,0
1266.jpg,0,0,0,0,0,0,0,0,0
1267.jpg,0,0,0,0,0,0,0,0,0
1268.jpg,0,0,0,0,0,0,0,0,0
1269.jpg,0,0,0,0,0,0,0,0,0
1270.jpg,0,0,1,0,0,0,0,0,0
1271.jpg,0,0,0,0,0,0,0,0,0
1272.jpg,0,1,0,0,0,0,0,0,0
1273.jpg,0,0,0,0,0,0,0,0,0
1274.jpg,1,0,0,0,0,0,0,0,0
1275.jpg,0,1,0,0,0,0,0,0,0
1276.jpg,0,1,0,0,0,0,0,0,0
1277.jpg,0,0,0,0,0,0,0,0,0
1278.jpg,0,0,0,0,0,0,0,0,0
1279.jpg,1,0,0,0,0,0,0,0,0
1280.jpg,0,0,1,0,0,0,0,0,0
1281.jpg,0,0,0,0,0,0,0,0,0
1282.jpg,0,0,0,0,0,0,0,0,0
1283.jpg,0,0,0,0,0,0,0,0,0
1284.jpg,0,0,0,0,0,0,0,0,0
1285.jpg,0,0,0,0,0,0,0,0,0
1286.jpg,0,0,0,0,0,0,0,0,0
1287.jpg,0,0,1,0,0,0,0,0,0
1288.jpg,0,0,1,0,0,0,0,0,0
1289.jpg,0,0,0,0,0,0,0,0,0
1290.jpg,0,0,0,0,0,0,0,0,0
1291.jpg,0,0,0,0,0,0,0,0,0
1292.jpg,0,0,0,0,0,0,0,1,0
1293.jpg,0,0,1,0,0,0,0,0,0
1294.jpg,0,0,1,0,0,0,0,0,0
1295.jpg,0,0,0,0,0,0,0,0,0
1296.jpg,0,0,0,0,0,0,0,0,0
1297.jpg,0,0,0,0,0,0,0,0,1
1298.jpg,0,0,0,0,0,0,0,0,0
1299.jpg,0,0,0,0,0,0,0,0,0
1300.jpg,0,0,0,0,0,0,0,0,0
1301.jpg,0,0,0,0,0,0,0,0,0
1302.jpg,0,0,1,0,0,0,0,0,0
1303.jpg,0,0,0,0,0,0,0,0,0
1304.jpg,0,0,0,0,0,0,0,1,0
1305.jpg,0,1,0,0,0,0,0,0,0
1306.jpg,0,0,0,0,0,0,0,1,0
1307.jpg,0,0,0,0,0,0,0,0,0
1308.jpg,0,0,0,0,1,0,0,0,0
1309.jpg,0,0,0,0,1,0,0,0,1
1310.jpg,0,0,0,0,0,0,0,0,0
1311.jpg,0,0,0,0,0,0,0,0,0
1312.jpg,0,0,0,0,0,0,0,0,0
1313.jpg,0,0,0,0,1,0,0,1,0
1314.jpg,0,0,0,0,0,0,0,0,0
1315.jpg,1,0,0,0,0,0,0,0,0
1316.jpg,0,0,1,1,0,0,0,0,0
1317.jpg,0,0,0,0,0,0,0,0,0
1318.jpg,0,0,0,1,0,1,0,0,0
1319.jpg,0,0,0,0,0,0,0,0,0
1320.jpg,0,0,0,0,0,0,0,0,0
1321.jpg,1,1,0,0,0,0,0,0,0
1322.jpg,0,0,0,1,0,0,0,0,0
1323.jpg,0,0,0,0,0,0,0,1,0
1324.jpg,0,0,0,0,0,0,0,0,1
1325.jpg,0,0,0,0,0,0,0,1,0
1326.jpg,0,0,0,0,0,0,0,0,0
1327.jpg,0,0,0,0,0,0,0,0,1
1328.jpg,0,0,0,0,0,0,0,1,0
1329.jpg,1,0,0,0,0,0,0,0,0
1330.jpg,0,1,0,0,0,0,0,0,0
1331.jpg,0,0,0,0,0,0,0,0,0
1332.jpg,0,0,0,0,1,0,0,0,0
1333.jpg,0,1,0,0,0,0,0,0,0
1334.jpg,0,0,0,0,0,0,0,0,0
1335.jpg,0,0,0,0,0,0,0,1,0
1336.jpg,0,0,1,0,0,0,0,0,0
1337.jpg,0,0,0,0,0,0,0,0,0
1338.jpg,0,0,0,0,0,0,0,0,0
1339.jpg,0,0,0,0,0,0,0,0,0
1340.jpg,0,0,0,0,0,0,0,0,0
1341.jpg,0,0,0,0,0,0,0,1,0
1342.jpg,0,0,0,0,0,0,0,0,0
1343.jpg,0,0,1,0,0,0,0,0,0
1344.jpg,0,0,0,0,0,0,0,1,0
1345.jpg,0,0,1,0,0,0,0,0,0
1346.jpg,0,0,1,0,0,0,0,0,0
1347.jpg,0,0,0,0,0,0,0,0,0
1348.jpg,0,0,0,0,0,0,0,0,0
1349.jpg,0,0,0,0,0,0,0,0,0
1350.jpg,0,0,1,0,0,0,0,0,0
1351.jpg,0,0,0,0,0,0,0,0,0
1352.jpg,1,0,0,0,0,0,0,0,0
1353.jpg,0,0,0,0,0,0,0,0,0
1354.jpg,0,0,0,0,0,0,0,0,0
1355.jpg,0,0,0,0,0,0,0,0,0
1356.jpg,0,0,0,0,0,0,0,0,0
1357.jpg,0,0,0,0,0,0,0,0,1
1358.jpg,0,0,0,0,0,0,0,0,0
1359.jpg,0,0,0,0,0,0,0,0,0
1360.jpg,0,0,0,0,0,0,0,0,0
1361.jpg,0,0,0,0,0,0,0,0,1
1362.jpg,1,0,0,0,0,0,0,0,0
1363.jpg,0,0,1,0,0,0,0,0,0
1364.jpg,0,0,0,0,0,0,0,0,0
1365.jpg,1,0,0,0,0,0,0,0,0
1366.jpg,0,0,1,0,0,0,0,0,0
1367.jpg,0,0,1,0,0,0,0,0,0
1368.jpg,0,0,0,0,0,0,0,0,0
1369.jpg,0,0,0,0,0,0,0,0,0
1370.jpg,0,0,0,0,0,0,0,0,0
1371.jpg,0,0,1,0,0,0,0,0,0
1372.jpg,0,0,0,0,0,0,0,1,0
1373.jpg,1,0,0,0,0,0,0,0,0
1374.jpg,0,0,0,0,0,0,0,0,0
1375.jpg,0,0,0,0,0,0,0,0,0
1376.jpg,0,0,0,0,0,0,0,0,0
1377.jpg,0,0,0,0,0,0,0,0,0
1378.jpg,0,0,0,0,0,0,0,0,0
1379.jpg,1,0,0,0,0,0,0,0,0
1380.jpg,0,1,0,0,0,0,0,0,0
1381.jpg,0,0,0,0,0,0,0,0,0
1382.jpg,0,0,0,0,0,0,0,0,0
1383.jpg,0,0,0,0,0,0,0,0,0
1384.jpg,1,0,0,0,0,0,0,0,0
1385.jpg,0,1,0,0,0,0,0,0,0
1386.jpg,0,0,0,0,0,0,0,0,0
1387.jpg,1,0,0,0,0,0,0,0,0
1388.jpg,0,0,0,0,0,0,0,0,0
1389.jpg,0,0,0,0,0,0,0,0,0
1390.jpg,0,1,0,0,0,0,0,0,0
1391.jpg,0,0,0,0,0,0,0,0,0
1392.jpg,0,0,0,0,0,0,0,0,0
1393.jpg,0,0,0,0,0,0,0,0,0
1394.jpg,0,0,0,0,0,0,0,0,0
1395.jpg,0,0,1,0,0,0,0,0,0
1396.jpg,0,0,0,0,0,0,0,0,0
1397.jpg,0,0,0,1,1,0,0,0,0
1398.jpg,0,1,0,0,0,0,0,0,0
1399.jpg,0,0,0,0,0,0,0,0,0
1400.jpg,0,0,0,0,0,0,0,0,0
1401.jpg,1,0,0,0,0,0,0,0,0
1402.jpg,1,0,0,0,0,0,0,0,0
1403.jpg,0,1,0,0,0,0,0,0,0
1404.jpg,0,0,1,0,0,0,0,0,0
1405.jpg,0,0,0,0,1,0,0,0,0
1406.jpg,0,0,0,0,0,0,0,1,0
1407.jpg,0,1,1,0,1,0,0,0,0
1408.jpg,0,0,0,0,0,0,0,0,0
1409.jpg,0,0,0,0,0,0,0,0,0
1410.jpg,0,0,0,0,0,0,0,0,0
1411.jpg,0,0,1,0,0,0,0,0,0
1412.jpg,0,1,0,0,0,0,0,0,0
1413.jpg,0,0,0,0,0,0,0,0,0
1414.jpg,0,0,0,0,0,0,0,0,0
1415.jpg,0,1,0,0,0,0,1,0,0
1416.jpg,0,1,0,0,0,0,0,0,0
1417.jpg,0,1,0,0,0,0,0,0,0
1418.jpg,1,0,0,0,0,0,0,0,0
1419.jpg,0,0,0,0,0,0,0,0,0
1420.jpg,0,0,0,0,0,0,1,0,0
1421.jpg,0,1,0,0,0,0,0,0,0
1422.jpg,0,0,1,0,0,0,0,0,0
1423.jpg,0,1,0,0,0,0,0,0,0
1424.jpg,0,0,0,0,0,0,0,0,0
1425.jpg,0,0,0,0,0,0,0,0,0
1426.jpg,0,0,1,0,0,0,0,0,0
1427.jpg,0,0,1,0,0,0,0,0,0
1428.jpg,0,0,0,0,0,0,0,0,0
1429.jpg,0,0,1,0,0,0,0,0,0
1430.jpg,0,0,0,0,0,0,0,0,0
1431.jpg,0,0,1,0,0,0,0,0,0
1432.jpg,0,1,0,0,1,0,0,0,0
1433.jpg,0,0,0,0,0,0,0,0,0
1434.jpg,0,0,1,0,1,0,0,0,0
1435.jpg,0,1,0,0,0,0,0,0,0
1436.jpg,0,0,0,0,0,0,0,0,0
1437.jpg,0,0,0,0,1,0,0,0,0
1438.jpg,0,0,1,0,0,0,0,0,0
1439.jpg,0,0,0,0,0,0,0,0,0
1440.jpg,0,0,1,0,0,0,0,0,0
1441.jpg,0,0,1,0,0,0,0,0,0
1442.jpg,0,0,0,0,0,0,0,0,0
1443.jpg,0,1,1,0,0,0,0,0,0
1444.jpg,0,0,1,0,0,0,0,0,0
1445.jpg,0,0,0,0,0,0,0,0,0
1446.jpg,0,0,1,0,0,0,0,0,0
1447.jpg,0,1,0,0,0,0,0,0,0
1448.jpg,0,0,1,0,0,0,0,0,0
1449.jpg,1,0,0,0,0,0,0,0,0
1450.jpg,0,0,0,0,0,0,0,0,0
